SiteKey,Year,MonthNum,kWp,lat,Lon,air_temperature_mean_c,apparent_temperature_mean_c,dew_point_mean_c,relative_humidity_mean_pct,month_sin,month_cos,actual_monthly_generation_kwh
37,2021,2,-5031.96,0.0,0.0,375.09113,-53.86035,155.93353,185.4556,-100.1328,1367.7494,5313.30078125
38,2021,2,-4471.3086,0.0,0.0,397.87024,-52.099472,155.22432,197.04602,-108.18992,1390.393,5996.60546875
39,2021,2,-6596.448,0.0,0.0,342.5544,-57.095917,150.3351,175.02124,-78.19689,1272.437,3538.2265625
40,2021,2,-2411.6587,0.0,0.0,441.14197,-50.05439,156.57756,239.77063,-130.90158,1621.0049,8323.375
14,2021,3,-2655.298,0.0,0.0,78.90671,-50.466755,147.36139,16.508492,-27.341892,901.52655,6986.0234375
15,2021,3,-252.15237,0.0,0.0,118.89294,-41.558563,146.9952,-27.322485,-66.63486,930.5044,9305.375
16,2021,3,-7661.565,0.0,0.0,-30.190277,-49.793594,149.20175,-106.91025,76.235825,616.18036,1635.1005859375
17,2021,3,-4787.397,0.0,0.0,29.123104,-67.89915,123.93975,-68.5117,-0.35574758,804.3285,4496.0
18,2021,3,7646.2515,0.0,0.0,460.31958,-40.042763,183.04843,-96.84336,-132.89877,1419.3578,17743.625
19,2021,3,10220.642,0.0,0.0,425.77414,-88.517815,102.16975,314.7276,-99.46174,1613.3915,20703.40625
20,2021,3,-1498.2203,0.0,0.0,42.23336,-69.13254,131.8688,33.566208,-39.838547,987.75995,8093.328125
21,2021,3,-5378.4097,0.0,0.0,5.5713253,-68.919586,127.421265,-80.5819,7.608102,825.90063,3864.078125
22,2021,3,-2350.5168,0.0,0.0,61.773624,-69.23526,142.27428,17.677574,-30.252934,949.78864,7124.0546875
23,2021,3,-3666.6143,0.0,0.0,97.2665,-51.769997,141.2896,-36.92617,-13.403265,877.612,5788.8125
24,2021,3,-665.7295,0.0,0.0,79.72891,-68.47786,132.94073,-44.940258,-17.981215,962.95764,8839.8515625
25,2021,3,28223.014,0.0,0.0,-260.57596,-427.4632,253.14528,29.252232,-274.36575,3659.6523,39712.78125
26,2021,3,-5365.3735,0.0,0.0,1.987148,-69.84806,126.363846,-82.670135,7.936232,825.04004,3914.69921875
27,2021,3,27624.139,0.0,0.0,-3093.1655,-947.1196,-357.55786,-1152.7504,-552.6888,5505.604,35261.0
30,2021,3,-5346.7485,0.0,0.0,20.102272,-66.08223,126.60433,-70.80963,10.620007,792.585,3905.287109375
31,2021,3,-1769.1849,0.0,0.0,31.20757,-72.69148,125.21047,17.555012,-36.64187,973.251,7614.3359375
32,2021,3,-5884.648,0.0,0.0,-25.220087,-67.8166,120.27475,-83.02152,15.495515,776.66626,3314.64453125
33,2021,3,-787.7526,0.0,0.0,83.330635,-44.860115,134.34645,12.816067,-68.50469,958.66656,8770.7734375
34,2021,3,-7405.808,0.0,0.0,61.125134,-43.08857,159.54485,-91.55857,-229.52489,608.3404,2070.96875
35,2021,3,-7431.4966,0.0,0.0,-89.31405,-55.856148,100.7143,-147.08472,-530.9484,589.4192,279.578125
36,2021,3,-4430.4478,0.0,0.0,57.567196,-69.48808,126.24064,-62.386185,-0.6341309,844.58093,4948.26953125
37,2021,3,-4409.4707,0.0,0.0,55.858353,-69.64984,128.54161,-64.91504,-5.789466,845.03687,4941.16015625
38,2021,3,-3834.414,0.0,0.0,78.35209,-67.88896,127.31047,-35.4812,-15.221483,866.91595,5661.46875
39,2021,3,-5938.118,0.0,0.0,21.323019,-67.896034,123.918495,-72.34871,12.636848,778.84784,3270.990234375
40,2021,3,-1938.8468,0.0,0.0,58.66857,-67.52741,135.10037,11.326454,-36.07496,972.50037,7501.0
14,2021,4,-1876.1002,0.0,0.0,15.076731,-1.6011837,-110.74283,408.576,-85.092964,-1314.291,5485.5
15,2021,4,244.60521,0.0,0.0,44.203262,9.941369,-108.094505,429.5977,-133.17297,-1574.8118,7248.09375
16,2021,4,-6391.3115,0.0,0.0,-147.57732,-31.881197,-104.12161,250.88829,-8.2122555,-1049.2507,1338.880859375
17,2021,4,-3798.7786,0.0,0.0,-38.64222,-18.969799,-111.925255,331.28207,-55.88647,-1228.1705,3600.51171875
18,2021,4,7582.9717,0.0,0.0,302.0473,53.267525,-154.91977,660.6555,-225.53926,-1965.3097,14238.875
19,2021,4,9395.923,0.0,0.0,373.9629,-39.287094,-123.15787,786.4003,-107.05796,-2380.3281,16353.703125
20,2021,4,-849.3825,0.0,0.0,-30.779247,-20.461979,-120.13866,440.23676,-98.106186,-1358.03,6515.640625
21,2021,4,-4359.443,0.0,0.0,-61.584106,-19.91052,-106.018295,315.09723,-49.26972,-1178.1691,2991.65234375
22,2021,4,-1668.5608,0.0,0.0,-11.738473,-19.979527,-112.03678,404.56696,-88.00399,-1358.1647,5376.71875
23,2021,4,-2796.5435,0.0,0.0,24.230042,-2.514242,-105.91289,357.07596,-69.842094,-1261.5676,4472.078125
24,2021,4,182.80559,0.0,0.0,12.249152,-20.007473,-103.03264,379.2649,-70.50864,-1245.6377,7452.2109375
25,2021,4,25294.434,0.0,0.0,-148.96521,-173.45694,68.762146,1846.9824,-112.51885,-3993.3635,32578.40625
26,2021,4,-4346.651,0.0,0.0,-65.16826,-21.044453,-107.073494,312.6392,-48.690865,-1178.9327,3037.02734375
27,2021,4,14938.525,0.0,0.0,-7471.684,-584.1174,-1988.9237,-979.07416,-931.72565,-8885.857,1582.25
30,2021,4,-4357.867,0.0,0.0,-44.687145,-17.152882,-106.42445,332.4466,-47.021526,-1240.8147,3217.3125
31,2021,4,-1113.9564,0.0,0.0,-41.80506,-24.020908,-116.314026,420.13284,-95.710045,-1371.7483,6154.6640625
32,2021,4,-4769.809,0.0,0.0,-88.094086,-22.518307,-106.20906,307.0761,-47.852127,-1125.892,2530.9296875
33,2021,4,-228.1737,0.0,0.0,-15.34032,3.1909606,-118.93632,422.82074,-132.95778,-1455.1094,6885.875
34,2021,4,-5955.4326,0.0,0.0,-119.05924,-39.026108,-132.45984,258.4245,-37.11699,-1091.0538,1675.275390625
35,2021,4,-5675.4146,0.0,0.0,-200.74002,-42.765564,-130.38869,230.20834,-93.254715,-1142.7177,658.99609375
36,2021,4,-3486.3936,0.0,0.0,-11.833044,-20.732962,-110.79519,330.558,-56.150894,-1228.1705,3904.70703125
37,2021,4,-3473.47,0.0,0.0,-13.774638,-20.896187,-113.4453,327.80978,-61.246758,-1232.3778,3784.265625
38,2021,4,-2941.6055,0.0,0.0,11.934573,-18.633217,-111.89959,347.20523,-69.71982,-1248.001,4417.265625
39,2021,4,-4902.1396,0.0,0.0,-40.739285,-12.131548,-112.18285,326.692,-37.86149,-1215.0947,2632.92578125
40,2021,4,-1334.7911,0.0,0.0,-24.76636,-24.632948,-116.84188,421.2582,-97.8044,-1408.0803,5757.5234375
14,2021,5,-2159.605,0.0,0.0,-89.92337,25.233013,-73.62435,-453.2665,-53.974194,-1991.2645,3711.9765625
15,2021,5,-217.65843,0.0,0.0,-148.02336,-45.23245,-97.532524,-366.28775,-58.610435,-2293.0623,5191.234375
16,2021,5,-5747.611,0.0,0.0,38.054092,-7.439321,-92.35595,-233.43394,-63.193966,-1480.8358,904.9482421875
17,2021,5,-3594.9854,0.0,0.0,-99.485565,-3.9311943,-99.84678,-318.9849,-33.30702,-1735.0726,2578.953125
18,2021,5,5664.9775,0.0,0.0,-295.53693,-113.08941,-124.57786,-329.4744,-136.59685,-3202.2917,9820.546875
19,2021,5,7719.3623,0.0,0.0,-224.61638,-28.655859,-121.8082,-653.0102,-53.86077,-3467.4128,11336.6875
20,2021,5,-1140.9194,0.0,0.0,-86.18663,-5.109151,-99.97091,-356.48245,-64.46742,-2152.3281,4553.765625
21,2021,5,-4181.3696,0.0,0.0,-109.84723,-4.922165,-93.459236,-316.69376,-36.028427,-1730.3491,1928.671875
22,2021,5,-1946.7637,0.0,0.0,-114.29701,-5.6313877,-90.83751,-417.3107,-63.33063,-2046.6815,3643.8359375
23,2021,5,-2823.689,0.0,0.0,-96.47412,12.991942,-75.70993,-380.3465,-39.74868,-1839.5608,3195.5703125
24,2021,5,-146.78493,0.0,0.0,-148.2456,-4.9688735,-90.6058,-342.47736,-36.717293,-2098.463,5557.859375
25,2021,5,21466.27,0.0,0.0,-91.07552,0.34393024,-149.36455,-1190.0569,16.875586,-5439.387,23453.59375
26,2021,5,-4154.231,0.0,0.0,-111.87783,-3.9513288,-94.46586,-309.4987,-35.91624,-1731.0033,2112.37890625
27,2021,5,20726.795,0.0,0.0,-941.16907,48.572094,-1354.8099,-1115.9382,-631.06586,-8596.7,15880.9375
30,2021,5,-4036.9912,0.0,0.0,-95.47092,-2.1142788,-93.20774,-317.31387,-24.442083,-1646.1367,2478.9609375
31,2021,5,-1336.0074,0.0,0.0,-87.652084,-0.5345358,-94.17566,-363.6493,-64.441795,-2116.1455,4538.5234375
32,2021,5,-4510.143,0.0,0.0,-97.35669,-4.4581723,-93.601425,-306.43124,-31.331608,-1658.5856,1798.28125
33,2021,5,-588.03296,0.0,0.0,-131.81476,-52.951694,-109.8737,-362.14203,-66.55535,-2178.546,5054.8359375
34,2021,5,-5306.4233,0.0,0.0,33.998127,-0.20982097,-105.28506,-267.12796,-41.432106,-1519.5364,1275.19140625
35,2021,5,-4892.74,0.0,0.0,19.209116,1.5529767,-105.87918,-282.44675,-15.528055,-1555.3514,1694.890625
36,2021,5,-3409.2517,0.0,0.0,-115.899506,-5.6943555,-98.67848,-333.08017,-38.649597,-1805.0066,2491.2578125
37,2021,5,-3390.2505,0.0,0.0,-114.83174,-5.8561096,-100.0696,-335.88968,-39.25357,-1810.4769,2717.6171875
38,2021,5,-2932.1165,0.0,0.0,-104.93361,-3.8416731,-97.809685,-357.3538,-42.470825,-1846.2771,2950.296875
39,2021,5,-4567.22,0.0,0.0,-95.79934,2.9070537,-99.22981,-320.27847,-18.157648,-1603.5575,1922.8984375
40,2021,5,-1614.0638,0.0,0.0,-102.05802,-12.333581,-97.67604,-372.16855,-65.00722,-2166.7612,3885.375
14,2021,6,-2113.1123,0.0,0.0,-277.65366,11.19342,-66.70365,-771.0108,-54.413143,-2254.451,2859.8671875
15,2021,6,-285.42258,0.0,0.0,-333.59018,-54.435585,-111.26102,-812.34393,-67.513,-2585.4927,4026.015625
16,2021,6,-5488.276,0.0,0.0,-8.244808,-8.3604145,-81.450905,-493.58685,-72.795105,-1696.6254,575.517578125
17,2021,6,-3473.9883,0.0,0.0,-167.1444,-2.7716024,-91.69703,-674.1233,-36.89659,-1981.6113,1992.08203125
18,2021,6,4991.962,0.0,0.0,-853.96356,-122.95352,-168.79004,-987.6928,-181.44135,-3597.3416,7553.71875
19,2021,6,6412.962,0.0,0.0,-44.207138,36.519924,-110.97826,-1839.725,7.681007,-4401.348,8846.75
20,2021,6,-1227.6459,0.0,0.0,-251.75308,-10.519609,-97.551155,-833.26416,-64.862434,-2457.3801,3443.546875
21,2021,6,-3997.9546,0.0,0.0,-167.63025,-3.7625716,-95.39611,-621.0692,-39.092117,-1959.9008,1456.05859375
22,2021,6,-1902.5067,0.0,0.0,-277.6953,-10.378596,-84.13319,-768.6424,-62.744877,-2331.0413,2937.7421875
23,2021,6,-2838.758,0.0,0.0,-288.21613,1.4144921,-68.78924,-724.2772,-39.811047,-2084.9978,2417.046875
24,2021,6,-227.81412,0.0,0.0,-245.74623,-3.8092802,-98.34656,-839.4877,-38.91446,-2356.3474,4425.5625
25,2021,6,18728.734,0.0,0.0,-13.796525,82.22126,-465.44376,-1859.4286,-364.59464,-7730.3867,16689.71875
26,2021,6,-3958.5935,0.0,0.0,-170.79233,-2.034499,-93.1106,-611.056,-38.97993,-1953.6726,1635.4453125
27,2021,6,23155.137,0.0,0.0,963.9952,255.06956,-761.99506,-935.37445,-310.50546,-8745.905,22404.3125
30,2021,6,-3890.5037,0.0,0.0,-162.73047,-0.9546865,-91.13656,-640.7243,-27.28539,-1889.0756,1910.57421875
31,2021,6,-1329.3136,0.0,0.0,-241.99141,-5.476952,-91.755905,-775.71094,-63.856,-2404.1738,3662.9140625
32,2021,6,-4284.54,0.0,0.0,-141.18243,-1.0727578,-90.530136,-600.405,-33.6662,-1880.8652,1433.90234375
33,2021,6,-621.547,0.0,0.0,-281.58963,-59.851254,-113.31812,-808.5185,-75.45394,-2468.817,4106.265625
34,2021,6,-5031.8193,0.0,0.0,-31.989187,-1.4038084,-93.40892,-533.96387,-42.68286,-1711.195,954.5390625
35,2021,6,-4621.185,0.0,0.0,-47.803665,0.6729693,-95.15837,-546.9478,-8.369373,-1754.2802,1239.46484375
36,2021,6,-3334.8438,0.0,0.0,-255.4477,-4.534764,-92.57862,-663.92346,-40.605553,-2044.5961,1908.7734375
37,2021,6,-3314.4631,0.0,0.0,-254.2128,-4.6965175,-95.805786,-665.35315,-41.522903,-2050.2402,2057.984375
38,2021,6,-2907.15,0.0,0.0,-297.78458,-6.2291646,-92.749,-685.0983,-43.785202,-2088.2988,2144.2109375
39,2021,6,-4383.109,0.0,0.0,-162.16376,8.309049,-89.6341,-615.7935,-16.829832,-1839.5255,1424.14453125
40,2021,6,-1618.1285,0.0,0.0,-263.45355,-16.904709,-99.36718,-783.9185,-65.4022,-2452.4316,3016.7578125
14,2021,7,-2877.3289,0.0,0.0,-979.4811,-184.36552,-98.116196,-495.99362,-69.99852,-2085.5654,656.8203125
15,2021,7,-372.66483,0.0,0.0,-794.5249,-39.378693,41.9116,-370.94482,-83.042366,-2348.6052,4363.7265625
16,2021,7,-5673.755,0.0,0.0,-420.05505,49.429703,72.09516,-238.96452,-90.38238,-1493.9473,644.212890625
17,2021,7,-3559.4033,0.0,0.0,-594.4037,1.3197321,66.844185,-314.08997,-51.825794,-1748.4445,2238.39453125
18,2021,7,5103.6104,0.0,0.0,-1416.5114,-56.94604,47.51564,-318.48895,-160.89882,-3301.3716,8429.796875
19,2021,7,6823.5396,0.0,0.0,-1946.6958,136.26097,160.61923,-594.9119,-13.352372,-3367.9102,9785.984375
20,2021,7,-1245.4833,0.0,0.0,-717.79315,19.120377,44.206676,-371.2001,-75.886955,-2198.073,3887.9765625
21,2021,7,-4129.8955,0.0,0.0,-577.1956,2.1278648,60.65599,-312.46317,-53.678284,-1749.5336,1648.8203125
22,2021,7,-2087.316,0.0,0.0,-753.5903,20.729326,16.448856,-429.81992,-73.444786,-2099.6052,3210.5859375
23,2021,7,-3145.3228,0.0,0.0,-773.26337,-58.239334,-19.569878,-389.17502,-42.753292,-1868.8573,2620.3828125
24,2021,7,-306.49564,0.0,0.0,-794.2733,-5.079652,35.9133,-339.03204,-50.287437,-2104.8667,4766.2890625
25,2021,7,20046.795,0.0,0.0,-2115.1816,42.987553,530.40845,-797.28094,-320.56128,-5797.32,20144.0
26,2021,7,-4081.1277,0.0,0.0,-565.1054,7.940159,62.497246,-305.07007,-53.762424,-1750.3726,1798.62890625
27,2021,7,23921.332,0.0,0.0,-242.80399,102.52685,530.535,-888.5392,-334.65094,-7670.285,23798.25
30,2021,7,-3986.0347,0.0,0.0,-573.8111,2.1110587,92.95782,-313.02737,-55.954025,-1661.5562,2047.875
31,2021,7,-1387.6237,0.0,0.0,-693.4802,37.584263,53.40083,-372.55933,-74.79818,-2169.76,4015.34375
32,2021,7,-4398.593,0.0,0.0,-523.77405,20.765959,72.73194,-303.3331,-51.997265,-1691.7452,1569.7578125
33,2021,7,-631.9471,0.0,0.0,-739.1232,-13.973209,69.85359,-370.36456,-86.19325,-2238.5842,4438.1015625
34,2021,7,-5189.5977,0.0,0.0,-357.8465,-18.816713,35.023605,-268.1104,-59.884277,-1532.8538,1023.509765625
35,2021,7,-4791.9565,0.0,0.0,-402.69913,-15.983141,39.3,-283.6545,-18.133833,-1564.9825,1367.12890625
36,2021,7,-3412.4158,0.0,0.0,-657.9698,6.1914864,68.276115,-328.69852,-51.58887,-1817.4633,2160.79296875
37,2021,7,-3395.3887,0.0,0.0,-658.5278,7.0881104,61.23824,-333.87604,-50.45189,-1822.3846,2259.9609375
38,2021,7,-3024.4827,0.0,0.0,-705.6087,-7.2898545,51.75107,-357.9512,-52.366566,-1873.3273,2464.671875
39,2021,7,-4514.66,0.0,0.0,-595.0537,-8.568082,129.0633,-311.379,-51.61293,-1615.8011,1569.8125
40,2021,7,-1686.3406,0.0,0.0,-719.6018,36.70921,38.4416,-385.87027,-75.98082,-2208.8823,3437.71875
14,2021,8,-2643.33,0.0,0.0,-134.8956,7.004268,-2.52183,53.529873,144.72643,-1137.5314,4863.0625
15,2021,8,-604.9469,0.0,0.0,-210.89816,-34.339615,8.808224,37.588028,171.22144,-1335.4396,6382.734375
16,2021,8,-6616.4023,0.0,0.0,66.18898,-4.247963,50.45516,45.255314,108.96075,-894.13464,1090.279296875
17,2021,8,-4309.9326,0.0,0.0,-90.31309,0.2808912,49.3004,63.315796,115.154945,-1066.1018,3264.890625
18,2021,8,6090.6846,0.0,0.0,-474.2605,-72.27778,-1.3474442,19.40092,344.17642,-1567.2517,12821.296875
19,2021,8,8249.382,0.0,0.0,-242.79306,-17.551134,121.51024,212.85677,223.0011,-2187.7031,14784.34375
20,2021,8,-1479.4464,0.0,0.0,-122.63747,-6.3534985,6.8197117,70.01065,177.26436,-1174.3496,5916.7734375
21,2021,8,-4874.8867,0.0,0.0,-95.044716,-0.71007806,36.368107,43.232906,113.471,-1012.958,2629.859375
22,2021,8,-2372.4314,0.0,0.0,-146.85721,-6.3416667,-14.891211,54.90043,170.87836,-1172.1094,4689.6484375
23,2021,8,-3522.0415,0.0,0.0,-117.834404,5.416067,10.363043,36.73833,115.58898,-1100.9554,4031.4375
24,2021,8,-473.60202,0.0,0.0,-140.27917,-0.75678724,14.010655,84.848564,121.0873,-1065.8988,6841.4453125
25,2021,8,23781.162,0.0,0.0,-401.7697,61.031647,-125.43921,438.0113,419.4681,-2839.4758,29526.5
26,2021,8,-4856.5044,0.0,0.0,-97.11267,-0.09707883,37.274143,41.177605,113.03686,-1013.6122,2651.03515625
27,2021,8,27746.562,0.0,0.0,1072.8699,259.66046,413.05255,496.8761,957.66504,-4570.802,34894.5
30,2021,8,-4856.2886,0.0,0.0,-89.03345,2.0978074,75.30674,60.747887,111.02672,-1081.696,2970.65234375
31,2021,8,-1722.1846,0.0,0.0,-121.610855,-4.8269033,14.77504,54.440445,175.47412,-1187.2062,5789.875
32,2021,8,-5237.08,0.0,0.0,-85.152695,-1.695966,44.659363,44.201912,109.98472,-961.70886,2310.16015625
33,2021,8,-876.4084,0.0,0.0,-163.61095,-39.070877,37.816425,61.437897,202.10384,-1233.7517,6449.1328125
34,2021,8,-6147.115,0.0,0.0,56.737724,1.683011,19.226276,41.78923,153.69435,-934.56384,1545.94921875
35,2021,8,-5715.006,0.0,0.0,37.40234,5.072845,23.807009,20.426367,200.74008,-967.3979,2100.8828125
36,2021,8,-4038.6233,0.0,0.0,-106.21536,-1.4014218,45.880756,58.48393,121.05022,-1066.8574,3382.11328125
37,2021,8,-4025.4246,0.0,0.0,-107.11973,-1.4935595,37.47616,53.288906,120.6608,-1071.747,3382.91015625
38,2021,8,-3569.2498,0.0,0.0,-119.81744,-3.0262067,39.87703,34.172844,124.85794,-1087.4288,3939.1015625
39,2021,8,-5381.867,0.0,0.0,-88.083115,3.4355574,104.07701,61.604237,105.1572,-1053.4171,2390.9921875
40,2021,8,-2003.2335,0.0,0.0,-141.19295,-13.52211,6.0533648,48.433525,176.69804,-1230.8774,5076.6328125
14,2021,9,-3058.0198,0.0,0.0,424.32748,27.441597,88.80949,522.7895,94.869064,590.3368,7130.0
15,2021,9,-681.4744,0.0,0.0,405.13666,47.99267,71.47183,545.2084,121.963295,536.6208,9572.84375
16,2021,9,-8004.0503,0.0,0.0,301.39697,7.7015095,87.81188,359.7275,151.44513,413.2091,1718.494140625
17,2021,9,-5204.885,0.0,0.0,348.83667,9.24665,49.182484,439.81174,72.95034,569.9558,4698.09765625
18,2021,9,7515.3516,0.0,0.0,648.8126,54.618958,112.586945,630.5868,152.33917,1020.3484,18652.78125
19,2021,9,9890.447,0.0,0.0,733.7891,-2.770806,163.25517,916.7717,-134.94868,1365.4391,21611.28125
20,2021,9,-1860.9844,0.0,0.0,402.02982,11.418957,73.715034,538.9929,108.080956,653.65063,8477.265625
21,2021,9,-5795.1675,0.0,0.0,334.46518,7.947695,57.173195,419.06046,70.75615,590.2346,3957.4453125
22,2021,9,-2775.1147,0.0,0.0,404.7432,9.752746,71.96297,514.9762,100.649284,613.22626,7308.234375
23,2021,9,-4142.274,0.0,0.0,402.05154,26.658506,65.74694,479.47748,76.82744,585.9618,6021.2890625
24,2021,9,-1001.5256,0.0,0.0,444.22644,8.667926,48.298813,491.37277,78.882675,717.1397,9511.875
25,2021,9,28181.002,0.0,0.0,-39.982468,12.496455,54.937813,1374.1606,331.5383,2566.5159,40665.625
26,2021,9,-5779.651,0.0,0.0,332.39728,6.8484674,58.434868,415.30045,70.32201,589.37415,3929.12890625
27,2021,9,33727.816,0.0,0.0,1097.4169,287.24316,951.9032,1681.8346,1028.5961,2810.2747,50397.3125
30,2021,9,-5779.641,0.0,0.0,345.86896,11.063567,47.158447,438.40817,66.50783,559.1537,4067.671875
31,2021,9,-2127.6628,0.0,0.0,390.48865,9.309217,78.43904,518.8893,105.0868,639.44434,8147.0234375
32,2021,9,-6294.9507,0.0,0.0,309.0569,5.2371407,65.939285,410.23044,68.17264,546.1483,3366.63671875
33,2021,9,-1106.5579,0.0,0.0,418.09412,40.47715,88.60144,541.2782,131.0486,601.4726,9223.1328125
34,2021,9,-7491.9985,0.0,0.0,304.019,14.234225,56.308987,386.4808,194.25667,392.09857,2229.765625
35,2021,9,-6974.646,0.0,0.0,297.937,18.414373,61.717766,380.8869,276.5449,370.1612,2995.6328125
36,2021,9,-4870.346,0.0,0.0,351.55072,7.724884,61.23031,442.10052,77.64022,598.0509,5052.53125
37,2021,9,-4842.8813,0.0,0.0,351.44928,7.632448,66.562325,437.66144,78.36485,593.1617,4962.2421875
38,2021,9,-4261.129,0.0,0.0,386.964,10.903707,73.27662,463.64386,85.07114,595.3183,5797.1875
39,2021,9,-6361.0693,0.0,0.0,347.43665,12.799187,40.411095,435.73453,63.64675,561.1712,3449.57421875
40,2021,9,-2383.0825,0.0,0.0,381.19446,6.9290895,68.15433,517.61017,105.75749,603.5293,7645.5859375
14,2021,10,-3407.3508,0.0,0.0,636.4189,22.018532,-16.466848,662.47864,97.02508,1874.0154,8258.6796875
15,2021,10,-597.4404,0.0,0.0,689.0889,57.346336,-8.671275,745.70557,130.3867,2144.9575,11720.96875
16,2021,10,-8715.31,0.0,0.0,439.67072,2.5087855,-11.137843,475.05856,39.362854,1475.9313,1901.537109375
17,2021,10,-5715.4824,0.0,0.0,542.0197,4.6814637,-27.367262,554.7423,75.10054,1679.4169,5437.96875
18,2021,10,7749.5234,0.0,0.0,997.64386,65.04454,-13.263069,904.4604,183.02245,2717.9885,21096.78125
19,2021,10,10355.315,0.0,0.0,1054.1586,3.788143,-29.343708,1063.6665,167.69557,3167.8792,25043.6875
20,2021,10,-2194.0642,0.0,0.0,619.645,7.323968,-23.159212,680.55444,109.83978,1955.2445,9620.7265625
21,2021,10,-6344.391,0.0,0.0,517.63965,4.2880197,-19.492609,538.66846,71.60679,1669.9103,4730.87890625
22,2021,10,-3088.3564,0.0,0.0,626.2604,4.728088,-16.00265,661.14764,102.8053,1909.0883,8919.453125
23,2021,10,-4543.9116,0.0,0.0,632.8548,21.799803,-13.854207,609.03345,80.11826,1763.32,6926.859375
24,2021,10,-1472.855,0.0,0.0,600.75696,4.7297506,-16.584026,621.8664,83.19914,1892.6901,10436.140625
25,2021,10,30631.209,0.0,0.0,1257.6228,70.24033,243.08556,1703.9159,360.6551,5329.6914,47843.25
26,2021,10,-6332.0737,0.0,0.0,514.5514,3.142412,-20.550007,534.62744,71.172646,1669.1902,4867.3046875
27,2021,10,38114.664,0.0,0.0,3036.2495,504.1145,52.840073,2517.1353,766.2133,8192.256,62180.0625
30,2021,10,-6297.085,0.0,0.0,535.8433,6.498379,-21.66452,554.4373,68.658035,1655.2638,4616.68359375
31,2021,10,-2458.9375,0.0,0.0,608.8581,6.9300056,-18.072317,664.5433,108.125786,1937.0073,9297.7109375
32,2021,10,-6869.888,0.0,0.0,485.30057,1.57799,-20.340534,529.2783,64.31282,1614.4475,3899.67578125
33,2021,10,-1331.6815,0.0,0.0,634.8428,48.58985,-26.833752,700.3388,130.88405,2033.7654,10558.171875
34,2021,10,-8136.3833,0.0,0.0,412.4208,6.7094398,-27.745127,490.7676,98.42045,1541.3063,2610.44921875
35,2021,10,-7617.383,0.0,0.0,436.4981,10.608986,-26.713436,471.04068,153.86217,1537.3458,3509.46484375
36,2021,10,-5350.8022,0.0,0.0,575.9142,3.0866191,-25.443996,559.42694,79.61956,1716.6224,5976.7109375
37,2021,10,-5311.45,0.0,0.0,581.74066,2.9947166,-24.38694,562.4255,83.780754,1719.1836,5937.21875
38,2021,10,-4701.278,0.0,0.0,621.9155,5.6808243,-25.038235,598.49335,88.36196,1749.8262,6800.2421875
39,2021,10,-6926.0435,0.0,0.0,537.2178,7.58037,-29.29647,551.82153,56.041164,1617.8728,3945.1015625
40,2021,10,-2580.3352,0.0,0.0,633.2563,14.015515,-21.463991,659.11487,108.799736,2005.4967,9375.59375
14,2021,11,-3114.8127,0.0,0.0,73.853836,24.43944,231.80304,508.2329,-29.296333,1877.1554,7541.359375
15,2021,11,-316.5864,0.0,0.0,80.97425,53.710205,234.53157,545.84595,-44.96927,2246.5217,10517.53125
16,2021,11,-8509.289,0.0,0.0,-105.849815,-6.716527,204.50378,332.50488,-76.275826,1421.0238,1740.033203125
17,2021,11,-5394.1484,0.0,0.0,29.26593,6.097145,212.49467,416.3339,-36.66056,1659.536,4952.1796875
18,2021,11,8251.573,0.0,0.0,472.6072,127.90771,311.4418,870.36725,-30.7216,2854.0432,19330.46875
19,2021,11,11017.985,0.0,0.0,474.74374,-17.392265,201.97287,911.4958,34.376915,3606.0764,22965.3125
20,2021,11,-1939.539,0.0,0.0,38.81903,5.9658694,217.82568,523.064,-28.022993,1971.7035,8779.015625
21,2021,11,-6098.893,0.0,0.0,5.4093213,5.703701,218.6184,400.9196,-40.34864,1577.7582,4269.1484375
22,2021,11,-2819.6775,0.0,0.0,56.746544,5.9041414,228.32137,502.78107,-31.182684,1922.9431,8003.1953125
23,2021,11,-4235.003,0.0,0.0,91.82032,23.150064,232.38768,452.38547,-17.714588,1736.2495,6487.0625
24,2021,11,-1117.1318,0.0,0.0,85.158905,6.1454315,221.94907,481.48206,-28.967333,1914.7672,9763.015625
25,2021,11,31079.12,0.0,0.0,164.11668,198.11583,769.94293,1908.4869,-3.3024333,5688.1553,46248.5
26,2021,11,-6087.073,0.0,0.0,1.8251488,4.558094,217.56099,397.87045,-40.78278,1577.0381,4391.34765625
27,2021,11,32103.96,0.0,0.0,-2450.8098,361.3081,1489.8905,-42.276413,-246.67378,9631.311,54447.0
30,2021,11,-5992.286,0.0,0.0,20.245083,7.9140625,214.53716,414.05347,-43.10307,1626.1831,4245.59375
31,2021,11,-2222.8914,0.0,0.0,26.972397,2.447916,210.84012,503.22488,-29.772236,1953.9835,8258.7890625
32,2021,11,-6631.967,0.0,0.0,-25.123753,0.4047993,206.2265,392.4906,-39.517548,1518.8212,3648.90234375
33,2021,11,-1120.5109,0.0,0.0,45.47089,43.768295,215.49216,525.4804,-26.222832,2042.5276,9409.1875
34,2021,11,-7921.238,0.0,0.0,-68.44748,-11.908346,176.50314,344.3038,-31.475409,1461.348,2376.7109375
35,2021,11,-7348.4053,0.0,0.0,-122.67166,-12.089499,186.90584,324.563,19.797047,1589.523,3427.515625
