SiteKey,Year,MonthNum,CampusKey,kWp,Number of panels,Panel,Inverter,lat,Lon,monthly_generation_kwh,nonnull_generation_intervals,air_temperature_mean_c,apparent_temperature_mean_c,dew_point_mean_c,relative_humidity_mean_pct,wind_speed_mean,generation_kwh_per_kwp,month_sin,month_cos
26,2020,7,1,38.94,118.0,Trina 330W,1 x SolarEdge SE17K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,1471.096435546875,810,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,37.77854225852273,-0.4999999999999997,-0.8660254037844388
27,2020,7,1,539.8,1240.92,SunpowerSPR-E20-435-COM,5 X ABB,-37.71828652,145.0509752,21453.0,927,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,39.74249722119304,-0.4999999999999997,-0.8660254037844388
31,2020,7,1,76.23,231.0,Trina 330W,2 x SolarEdge SE25K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,3418.0419921875,871,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,44.83854115423718,-0.4999999999999997,-0.8660254037844388
32,2020,7,1,35.64,108.0,Trina 330W,2 x SolarEdge SE15K,-37.71828652,145.0509752,1329.06396484375,819,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,37.29135703826459,-0.4999999999999997,-0.8660254037844388
33,2020,7,1,87.78,266.0,Trina 330W,1 x SolarEdge SE82.8K,-37.71828652,145.0509752,3858.646240234375,871,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,43.95814810018655,-0.4999999999999997,-0.8660254037844388
34,2020,7,1,21.39,69.0,Trina 310W,1 x SolarEdge SE17K,-37.71828652,145.0509752,927.85595703125,816,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,43.378025106650306,-0.4999999999999997,-0.8660254037844388
35,2020,7,1,29.45,95.0,Trina 310W,1 x SolarEdge SE25K,-37.71828652,145.0509752,1135.0849609375,801,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,38.54278305390493,-0.4999999999999997,-0.8660254037844388
36,2020,7,1,49.83,151.0,Trina 330W,1 x SolarEdge SE27.6K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,1801.7872314453125,825,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,36.15868415503336,-0.4999999999999997,-0.8660254037844388
37,2020,7,1,51.15,155.0,Trina 330W,1 x SolarEdge SE25K + 1 x SolarEdge SE17K,-37.71828652,145.0509752,1929.450439453125,875,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,37.72141621609238,-0.4999999999999997,-0.8660254037844388
38,2020,7,1,56.76,172.0,Trina 330W,1 x SolarEdge SE50K,-37.71828652,145.0509752,2143.0069580078125,849,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,37.75558417913694,-0.4999999999999997,-0.8660254037844388
40,2020,7,1,84.81,257.0,Trina 330W,1 x SolarEdge SE82.8K,-37.71828652,145.0509752,2820.242431640625,848,9.28836693549664,7.441675627269489,7.4942876344213705,89.86583781363576,6.653001792084005,33.25365442330651,-0.4999999999999997,-0.8660254037844388
14,2020,8,1,66.0,200.0,Trina 330W,2 x SolarEdge SE27.6K,-37.71828652,145.0509752,4794.4208984375,1087,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,72.64274088541667,-0.8660254037844384,-0.5000000000000004
15,2020,8,1,94.24,304.0,Trina 310W,1 x SolarEdge SE82.8K,-37.71828652,145.0509752,6178.8095703125,1101,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,65.56461768158425,-0.8660254037844384,-0.5000000000000004
17,2020,8,1,45.26,146.0,Trina 310W,1 x SolarEdge SE25K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,3263.94140625,1090,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,72.1153646984092,-0.8660254037844384,-0.5000000000000004
18,2020,8,1,167.97,509.0,Trina 330W,3 x SolarEdge SE50K,-37.71828652,145.0509752,13073.837890625,1145,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,77.83436262799904,-0.8660254037844384,-0.5000000000000004
19,2020,8,1,34.32,104.0,Trina 330W,1 x SolarEdge SE27.6K,-37.71828652,145.0509752,15136.8515625,1153,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,441.05045345279717,-0.8660254037844384,-0.5000000000000004
20,2020,8,1,77.22,234.0,Trina 330W,2 x SolarEdge SE25K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,6008.80224609375,1139,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,77.81406690098096,-0.8660254037844384,-0.5000000000000004
21,2020,8,1,39.27,119.0,Trina 330W,2 x SolarEdge SE17K,-37.71828652,145.0509752,2648.65234375,1081,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,67.44722036541889,-0.8660254037844384,-0.5000000000000004
22,2020,8,1,72.27,219.0,Trina 330W,1 x SolarEdge SE82.8K,-37.71828652,145.0509752,4786.3212890625,1124,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,66.2283283390411,-0.8660254037844384,-0.5000000000000004
23,2020,8,1,58.9,190.0,Trina 310W,1 x SolarEdge SE50K,-37.71828652,145.0509752,1599.7028121948242,408,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,27.159640274954572,-0.8660254037844384,-0.5000000000000004
24,2020,8,1,40.26,122.0,Trina 330W,1 x SolarEdge SE82.8K,-37.71828652,145.0509752,6878.962890625,1130,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,170.86345977707404,-0.8660254037844384,-0.5000000000000004
25,2020,8,1,384.12,1164.0,Trina 330W,4 x SolarEdge SE82.8K,-37.71828652,145.0509752,29360.314453125,1140,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,76.43526620099188,-0.8660254037844384,-0.5000000000000004
26,2020,8,1,38.94,118.0,Trina 330W,1 x SolarEdge SE17K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,2749.043212890625,1110,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,70.5968981225122,-0.8660254037844384,-0.5000000000000004
27,2020,8,1,539.8,1240.92,SunpowerSPR-E20-435-COM,5 X ABB,-37.71828652,145.0509752,34258.15625,1101,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,63.46453547610226,-0.8660254037844384,-0.5000000000000004
30,2020,8,1,42.16,136.0,Trina 310W,2 x SolarEdge SE17K,-37.71828652,145.0509752,1219.148678779602,399,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,28.91718877560726,-0.8660254037844384,-0.5000000000000004
31,2020,8,1,76.23,231.0,Trina 330W,2 x SolarEdge SE25K + 1 x SolarEdge SE15K,-37.71828652,145.0509752,5373.283203125,1116,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,70.48777650695264,-0.8660254037844384,-0.5000000000000004
32,2020,8,1,35.64,108.0,Trina 330W,2 x SolarEdge SE15K,-37.71828652,145.0509752,2329.4365234375,1086,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,65.36017181362233,-0.8660254037844384,-0.5000000000000004
33,2020,8,1,87.78,266.0,Trina 330W,1 x SolarEdge SE82.8K,-37.71828652,145.0509752,6645.6201171875,1132,10.160414426536962,7.5013956093037635,6.962679211476814,82.57992831543011,10.276200716826613,75.70767962163933,-0.8660254037844384,-0.5000000000000004
